a,b,c,,,,,,,,,,,,
0,0.451,0.364,,,,,,,,,,,,
10,0.199,0.409,,,,,,,,,,,,
20,0.182,0.418,,,,,,,,,,,,
30,0.183,0.479,,,,,,,,,,,,
40,0.193,0.440,,,,,,,,,,,,
50,0.201,0.459,,,,,,,,,,,,
60,0.237,0.384,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
